Unique ID,User,Tweet,toxic_bert_binary,perspective_binary
1574721297371709440,madeee_13,"My God!, i thank you ooo😩😩 our enemies are getting dragged right in front of our eyes ..o ta le nu mehnn🥵🥵 feminism kill you there!

SHEGGZ X SHEGGZFC 
#SheggzOlu𓃵 #BBNaija",1,0
1574450703728365569,IAMartin_,"In Serengeti, the girl was coerced by the police to have sex with her father in the public eye. Feminists have never condemned the culpable. Tanzania is full of hypocrites called feminists. As far as vyeo &amp; uteuzi are concerned, that's where they draw the line. Selective feminism",0,1
1572699223853785096,Kay_Whoa,Iranian women burning their hijabs #Iran #Feminism #freedom https://t.co/V2AFNHCYAe,1,0
1571542401382223878,kissingcullens,"Excerpt from “White Spaces Missing Faces: Why Women of Color Don’t Trust White Women” by Catrice M. Jackson. 

“Wherever there are white women, there is toxic white feminism.
 Toxic white feminism ranges from a subtle dismissive assault to a grandiose racist slap in the face.” 🧵 https://t.co/wc5xfcY1Hx",0,1
1571538115545935873,barkhatrehan16,"#chandigarhuniversity case!!

When a BOY &amp; GIRL have committed a CRIME together, why is only the BOY being implicated alone? 🤦‍♂️

Universities are the breeding ground of Toxic Feminism 😡 
Let that sink in!!",0,1
1574393232796286976,FamilyMan_berl_,"A cheater wife accuses her husband with the below: 

“You’re just insecure, possessive, closed minded, conservative, traditional, non-liberal cry baby”.

IPC sections and drama comes later if he confronts.

#Feminism injected through dating and woke OTT apps.",0,1
1574464864726155264,MLugubert,"I peeked at Rings of Power.
Even if ignoring the diversity quotas, intersectional feminism and fake lore it's still garbage.
The writing and dialogue is abysmal, the action boring, the costumes poor and the actress playing ""Galadriel"" is hilariously miscast. 

I laughed a lot. https://t.co/VTLOv3gDIS",0,1
1571572952797270021,ObikeGrace,"Feminism is useless, and it has destroyed the lives of women. It makes a young woman of sixteen think that she is not ready for marriage but she's ready and has a 'right' to take unhealthy birth control.",0,1
1572168474021199874,forsoIoistJM,"Blinks: made 20k plus sa tweets on jm &amp; trended a disgusting ht against him

Armys: enabled this hate on jmn &amp; instead of defending him wrote paragraphs to defend themselves and now getting h!t tweets defending blinks faves ?? 

Yeah dont come at me with ur performative feminism",1,0
1574356556258361350,PL4NETXX2,the way radical feminism is the most popular kind of feminism in south korea and radfem is a known acronym…..if you think female idols are stupid just say that next time🤷‍♀️ https://t.co/4lOplyQiAe,0,1
1574582518052962319,AvidehM,"the fake feminism doesn’t even have a clue what the morality police in Iran is! @melaniejoly is clueless, she doesn’t even know that #IRGCTerrorists are the head and master minds of the morality police! 🤦‍♀️ #MahsaAmini https://t.co/iYWjJhfUCp",1,0
1571600403363467265,97DanielleElkns,"White Feminism (since its conception) has excluded Black Women. 
But if a Black Woman voices criticism against White Feminism. They are now labeled as ""Russian Bots"".

If any Black Person has any criticism towards the USA, White Folks, or Liberals. They are now ""Russian Trolls"". https://t.co/3gbfkOEbHP",0,1
1572538929311776768,UglyMugsPublic,Feminists in the North are discussing the cost of living crisis today #CrushedbyCOL. That is real feminism. Absolutely shameful that at the same time a bunch of wildly privileged women in Dublin @NWCI are promoting hate of sex working women and calling this feminism.,0,1
1573426720514146305,0z0nee1,"Just a reminder that radfems aren't real feminists, they're evil narcissists who think that the world revolves around them and use ""feminism"" as a medium for those deranged views https://t.co/30oQmjuFtx",0,1
1573371581279117314,GetTheLOutUK,"""We need to stop the divide &amp; conquer bullsh!t"", absolutely! Let's stop dividing women by insulting single mothers &amp; migrant women
Maybe a clearer question in this debate is: should women who actively work with men to oppress some groups of women be given a free pass in feminism?",0,1
1572614168276242433,Dr_JJohn,"@graceblakeley Yet another example of how white empowerment, white feminism failing in their inclusivity of other groups.  Lady, it doesn't matter if she's rich. It's that she dared to be in a space that has been historically white.  Racists are gonna racist whether you're rich or poor.",1,0
1574345552958889984,NFLVikingsgiirl,"I can’t believe D*W*D opened # 0ne. Even passing the 18 mil projected by WB. It just shows that Harry Styles fans don’t care how toxic &amp; bad something is. Supporting a movie that promoted a false narrative,a director that lied, disrespected the Female lead &amp; tried to use feminism https://t.co/nn5fVp87yi",0,1
1574284736482123776,OmoniOrisa,"So this @imoteda actually managed to bring her misandry cloaked in feminism into football just because it's a male dominated sport

This is a very irrational, stupid, and dangerous homosapien

How she managed to relate football event to DV should be a case in psychiatric research https://t.co/8XLJzr5Q9f",0,1
1571492956518899715,e_urq,"Who else remembers the ""feminist-approved"" strap-ons in the shape of, like, a dolphin because of a strain of 90s feminism which held that rejecting penises was crucial to empowerment?

( I never used that kind, but mea culpa I guess bc 20 yrs later it turned me trans.) https://t.co/TunlENfInS",0,1
1572501091128086535,ruthserwotka,"If feminism is for racists too how can it be for black women?  Feminism is antithetical to racism.  I abhor what is being excused by a cohort of gender critical women who are happy to peddle such offensive, harmful and divisive mush. https://t.co/araIyKhgdr",1,0
1571546400231497729,nataliadodi,"@ricpuglisi ""The feminists hate me, don't they? And I don't blame them. For I hate feminism. It is poison.""
Margaret Thatcher
 ... off to get my popcorn ;-)",0,1
1572695822583713797,TarekFatah,"""It is time for Canadian feminists, especially in the @NDP – ones who swear by feminism – to step forward &amp; march with Iranian women burning their male-imposed hijabs. https://t.co/2H3OPjLQdW",1,0
1571528022502547457,glenthecreator,"#FeminismIsWhiteSupremacy Notice the language and wording.#Sisterhood is use to manipulate #BlackWomen in supporting Female #SlaveTraders that sold #ADOS into #Slavery in the name of #WhiteSupremacy #Feminism.https://t.co/2Y8SupdZht @NewYorker
#BoyCottTheWomanKing #TheWomanKing",0,1
1574259484826152961,TonyImouto,"Wtf. I love Feminism now. /ourgirlboss/

https://t.co/DGzNFXJn09",1,0
1573584281267470339,SadiaSattar222,"No matter which pol party anyone belongs to. Whether you support feminism or not. You chant for westernization or Islamization. 
A murder is a murder
A criminal is a criminal
A monster is a monster
Can't be left like that
Be it Shahnawaz or Zahir Jaffer HANGTHEM 
#JusticeForSarah https://t.co/XXFa5TnQQE",0,1
1573758082517180417,Monjazi,"People in iran are screaming ""woman, life , freedom"" in the streets. Women are chopping off their hair and burning their headscarves. This is the biggest war for #Feminism that ever happened in Middle East! Be their voice, speak up #MahsaAmini #Mahsa_Amini #مهسا_امينى https://t.co/32vWoAQrNN",1,0
1571662100287705089,igarglewithfire,"Feminism has made modern women lazy, entitled, and selfish.

That’s it, that’s the tweet.",0,1
1571706124335992832,rohini_sgh,"The basis of feminism is to do away with the goddess/whore binary. Feminists don’t claim women are angels or that they aren’t capable of crime. Patriarchy makes these claims and uses that to pressurise women be virtuous, sacrificing creatures held to higher standards than men https://t.co/TNa2nOeJ7o",0,1
1571667922107633664,inkypensfic,Feminism leaving my body when Daemon kills his wife to marry his niece #HouseOfTheDragon https://t.co/jht4YsRda9,0,1
1571713981857034240,ayehuasca,"jamets lame as hell for not supporting feminism, let she work n u luntang lantung at home💯",0,1
1571695202280312832,milestakingmile,@janetheeesq It’s so freaking scary lol. Imagine if all those TikToks where women are like “feminism is a scam” are actually propaganda funded by government and big organizations like the Koch brothers. I’ve been thinking the same thing lately,1,0
1571755245944074240,jinslovestory,@kenzvanunu People claim they care about feminism but then they are the ones attacking women and letting men pass away easily. Everyone on stan Twitter is a performative and hypocritical activist.,1,0
1571651100989706241,TheNotoriousRBF,"@PeynGitta @mellyhugs ""Those women are not like me"" is what sustained racist white feminism and excluded women of color for way too long. And I really will not stand for it to be repeated against trans women.",1,0
1571709794150645760,shilparathnam,"One woman commits a crime- Everyone: “What a big blow to feminism! This is why you should never trust women! Only a woman is another woman’s enemy!”
So for feminism to be acceptable apparently all women need to be perfect all the time else they’re going to keep cancelling it",1,0
